age,duration,month,pdays,poutcome,previous,y
33,109,may,never,unknown,never,no
31,492,may,never,unknown,never,no
32,298,may,never,unknown,never,no
35,83,may,never,unknown,never,no
55,241,may,never,unknown,never,no
32,204,may,never,unknown,never,no
37,131,may,never,unknown,never,no
45,1138,may,never,unknown,never,yes
31,123,may,never,unknown,never,no
38,125,may,never,unknown,never,no
37,295,may,never,unknown,never,no
38,287,may,never,unknown,never,no
33,109,may,never,unknown,never,no
38,140,may,never,unknown,never,no
37,204,may,never,unknown,never,no
29,233,may,never,unknown,never,no
42,254,may,never,unknown,never,no
40,184,may,never,unknown,never,no
32,193,may,never,unknown,never,no
47,126,may,never,unknown,never,no
29,230,may,never,unknown,never,no
53,591,may,never,unknown,never,yes
31,294,may,never,unknown,never,no
59,173,may,never,unknown,never,no
29,336,may,never,unknown,never,no
59,19,may,never,unknown,never,no
44,153,may,never,unknown,never,no
38,786,may,never,unknown,never,yes
49,99,may,never,unknown,never,no
43,243,may,never,unknown,never,no
52,260,may,never,unknown,never,no
40,164,may,never,unknown,never,no
32,255,may,never,unknown,never,no
47,47,may,never,unknown,never,no
33,463,may,never,unknown,never,no
35,192,may,never,unknown,never,no
27,388,may,never,unknown,never,no
50,221,may,never,unknown,never,no
44,126,may,never,unknown,never,no
43,175,may,never,unknown,never,no
51,256,may,never,unknown,never,no
32,202,may,never,unknown,never,no
47,104,may,never,unknown,never,no
34,283,may,never,unknown,never,no
57,448,may,never,unknown,never,no
43,127,may,never,unknown,never,no
40,378,may,never,unknown,never,no
28,67,may,never,unknown,never,no
38,221,may,never,unknown,never,no
37,150,may,never,unknown,never,no
44,144,may,never,unknown,never,no
41,296,may,never,unknown,never,no
37,401,may,never,unknown,never,no
30,435,may,never,unknown,never,no
32,388,may,never,unknown,never,no
30,245,may,never,unknown,never,no
35,143,may,never,unknown,never,no
55,223,may,never,unknown,never,no
52,423,may,never,unknown,never,no
33,231,may,never,unknown,never,no
55,634,may,never,unknown,never,no
33,107,may,never,unknown,never,no
40,227,may,never,unknown,never,no
39,69,may,never,unknown,never,no
54,799,may,never,unknown,never,no
39,109,may,never,unknown,never,no
49,127,may,never,unknown,never,no
52,120,may,never,unknown,never,no
27,68,may,never,unknown,never,no
26,180,may,never,unknown,never,no
40,112,may,never,unknown,never,no
47,444,may,never,unknown,never,no
31,246,may,never,unknown,never,no
53,259,may,never,unknown,never,no
31,223,may,never,unknown,never,no
33,566,may,never,unknown,never,no
35,274,may,never,unknown,never,no
46,49,may,never,unknown,never,no
31,380,may,never,unknown,never,no
35,138,may,never,unknown,never,no
29,376,may,never,unknown,never,no
51,421,may,never,unknown,never,no
33,121,may,never,unknown,never,no
37,36,may,never,unknown,never,no
43,328,may,never,unknown,never,no
42,19,may,never,unknown,never,no
28,866,may,never,unknown,never,no
57,229,may,never,unknown,never,no
38,154,may,never,unknown,never,no
39,56,may,never,unknown,never,no
36,1581,may,never,unknown,never,no
57,117,may,never,unknown,never,no
44,185,may,never,unknown,never,no
48,202,may,never,unknown,never,no
46,279,may,never,unknown,never,no
43,180,may,never,unknown,never,no
49,218,may,never,unknown,never,no
29,129,may,never,unknown,never,no
53,530,may,never,unknown,never,no
30,104,may,never,unknown,never,no
41,60,may,never,unknown,never,no
33,432,may,never,unknown,never,no
47,113,may,never,unknown,never,no
58,516,may,never,unknown,never,no
31,179,may,never,unknown,never,no
38,125,may,never,unknown,never,no
60,386,may,never,unknown,never,no
33,262,may,never,unknown,never,no
33,396,may,never,unknown,never,no
52,294,may,never,unknown,never,no
42,171,may,never,unknown,never,no
30,614,may,never,unknown,never,no
33,118,may,never,unknown,never,no
46,485,may,never,unknown,never,no
51,406,may,never,unknown,never,no
40,287,may,never,unknown,never,no
50,216,may,never,unknown,never,no
42,650,may,never,unknown,never,no
38,55,may,never,unknown,never,no
36,371,may,never,unknown,never,no
37,166,may,never,unknown,never,no
33,48,may,never,unknown,never,no
38,72,may,never,unknown,never,no
52,55,may,never,unknown,never,no
29,144,may,never,unknown,never,no
37,474,may,never,unknown,never,no
34,559,may,never,unknown,never,no
43,261,may,never,unknown,never,no
49,1101,may,never,unknown,never,no
33,236,may,never,unknown,never,no
47,164,may,never,unknown,never,no
50,93,may,never,unknown,never,no
30,912,may,never,unknown,never,no
44,179,may,never,unknown,never,no
44,485,may,never,unknown,never,no
30,206,may,never,unknown,never,no
40,311,may,never,unknown,never,no
41,690,may,never,unknown,never,no
34,362,may,never,unknown,never,no
53,274,may,never,unknown,never,no
35,163,may,never,unknown,never,no
34,345,may,never,unknown,never,no
39,329,may,never,unknown,never,no
39,68,may,never,unknown,never,no
52,143,may,never,unknown,never,no
34,1062,may,never,unknown,never,no
37,71,may,never,unknown,never,no
39,106,may,never,unknown,never,no
52,688,may,never,unknown,never,no
35,103,may,never,unknown,never,no
36,349,may,never,unknown,never,no
48,78,may,never,unknown,never,no
31,194,may,never,unknown,never,no
43,224,may,never,unknown,never,no
43,98,may,never,unknown,never,no
39,607,may,never,unknown,never,no
40,398,may,never,unknown,never,no
58,103,may,never,unknown,never,no
31,241,may,never,unknown,never,no
41,203,may,never,unknown,never,no
37,96,may,never,unknown,never,no
44,238,may,never,unknown,never,no
37,153,may,never,unknown,never,no
39,481,may,never,unknown,never,no
41,2177,may,never,unknown,never,no
52,119,may,never,unknown,never,no
29,245,may,never,unknown,never,no
60,152,may,never,unknown,never,no
32,418,may,never,unknown,never,no
50,198,may,never,unknown,never,no
56,198,may,never,unknown,never,no
48,374,may,never,unknown,never,no
29,51,may,never,unknown,never,no
40,263,may,never,unknown,never,no
42,229,may,never,unknown,never,no
34,154,may,never,unknown,never,no
23,278,may,never,unknown,never,no
30,306,may,never,unknown,never,no
51,114,may,never,unknown,never,no
52,94,may,never,unknown,never,no
45,208,may,never,unknown,never,no
41,169,may,never,unknown,never,no
27,332,may,never,unknown,never,no
50,263,may,never,unknown,never,no
36,353,may,never,unknown,never,no
46,108,may,never,unknown,never,no
44,441,may,never,unknown,never,no
47,46,may,never,unknown,never,no
40,266,may,never,unknown,never,no
36,223,may,never,unknown,never,no
46,105,may,never,unknown,never,no
58,165,may,never,unknown,never,no
30,381,may,never,unknown,never,no
43,228,may,never,unknown,never,no
29,128,may,never,unknown,never,no
41,764,may,never,unknown,never,no
44,113,may,never,unknown,never,no
44,396,may,never,unknown,never,no
59,133,may,never,unknown,never,no
39,42,may,never,unknown,never,no
42,234,may,never,unknown,never,no
31,297,may,never,unknown,never,no
29,50,may,never,unknown,never,no
39,214,may,never,unknown,never,no
44,110,may,never,unknown,never,no
49,99,may,never,unknown,never,no
39,274,may,never,unknown,never,no
27,191,may,never,unknown,never,no
56,305,may,never,unknown,never,no
43,134,may,never,unknown,never,no
37,112,may,never,unknown,never,no
54,283,may,never,unknown,never,no
38,353,may,never,unknown,never,no
31,212,may,never,unknown,never,no
34,225,may,never,unknown,never,no
35,283,may,never,unknown,never,no
44,1273,may,never,unknown,never,no
30,1574,may,never,unknown,never,yes
51,139,may,never,unknown,never,no
37,228,may,never,unknown,never,no
39,62,may,never,unknown,never,no
33,256,may,never,unknown,never,no
37,564,may,never,unknown,never,no
46,245,may,never,unknown,never,no
32,161,may,never,unknown,never,no
43,79,may,never,unknown,never,no
59,152,may,never,unknown,never,no
46,591,may,never,unknown,never,no
47,113,may,never,unknown,never,no
31,193,may,never,unknown,never,no
30,299,may,never,unknown,never,no
38,348,may,never,unknown,never,no
44,103,may,never,unknown,never,no
52,253,may,never,unknown,never,no
29,127,may,never,unknown,never,no
43,244,may,never,unknown,never,no
47,157,may,never,unknown,never,no
43,548,may,never,unknown,never,no
52,114,may,never,unknown,never,no
32,126,may,never,unknown,never,no
40,161,may,never,unknown,never,no
57,333,may,never,unknown,never,no
30,155,may,never,unknown,never,no
48,152,may,never,unknown,never,no
46,145,may,never,unknown,never,no
59,66,may,never,unknown,never,no
50,123,may,never,unknown,never,no
50,74,may,never,unknown,never,no
33,248,may,never,unknown,never,no
39,130,may,never,unknown,never,no
57,71,may,never,unknown,never,no
49,984,may,never,unknown,never,no
41,252,may,never,unknown,never,no
43,84,may,never,unknown,never,no
29,1689,may,never,unknown,never,yes
56,130,may,never,unknown,never,no
46,489,may,never,unknown,never,no
42,41,may,never,unknown,never,no
36,159,may,never,unknown,never,no
29,196,may,never,unknown,never,no
43,276,may,never,unknown,never,no
48,697,may,never,unknown,never,no
38,81,may,never,unknown,never,no
46,149,may,never,unknown,never,no
44,281,may,never,unknown,never,no
28,122,may,never,unknown,never,no
28,361,may,never,unknown,never,no
36,319,may,never,unknown,never,no
37,944,may,never,unknown,never,no
56,282,may,never,unknown,never,no
46,1102,may,never,unknown,never,yes
34,35,may,never,unknown,never,no
32,143,may,never,unknown,never,no
33,22,may,never,unknown,never,no
36,90,may,never,unknown,never,no
35,17,may,never,unknown,never,no
44,404,may,never,unknown,never,no
37,238,may,never,unknown,never,no
48,71,may,never,unknown,never,no
38,309,may,never,unknown,never,no
44,408,may,never,unknown,never,no
31,128,may,never,unknown,never,no
35,297,may,never,unknown,never,no
54,280,may,never,unknown,never,no
28,374,may,never,unknown,never,no
38,365,may,never,unknown,never,no
48,177,may,never,unknown,never,no
31,238,may,never,unknown,never,no
59,425,may,never,unknown,never,no
29,77,may,never,unknown,never,no
28,223,may,never,unknown,never,no
50,201,may,never,unknown,never,no
31,239,may,never,unknown,never,no
32,308,may,never,unknown,never,no
30,137,may,never,unknown,never,no
32,162,may,never,unknown,never,no
29,134,may,never,unknown,never,no
30,175,may,never,unknown,never,no
34,125,may,never,unknown,never,no
34,211,may,never,unknown,never,no
41,67,may,never,unknown,never,no
36,156,may,never,unknown,never,no
31,943,may,never,unknown,never,yes
39,813,may,never,unknown,never,yes
36,178,may,never,unknown,never,no
39,142,may,never,unknown,never,no
37,194,may,never,unknown,never,no
52,132,may,never,unknown,never,no
25,109,may,never,unknown,never,no
42,94,may,never,unknown,never,no
27,31,may,never,unknown,never,no
42,84,may,never,unknown,never,no
29,489,may,never,unknown,never,no
38,180,may,never,unknown,never,no
42,314,may,never,unknown,never,no
35,207,may,never,unknown,never,no
41,146,may,never,unknown,never,no
57,193,may,never,unknown,never,no
36,177,may,never,unknown,never,no
56,1040,may,never,unknown,never,no
33,622,may,never,unknown,never,no
41,170,may,never,unknown,never,no
33,267,may,never,unknown,never,no
35,1084,may,never,unknown,never,yes
43,528,may,never,unknown,never,no
36,183,may,never,unknown,never,no
37,238,may,never,unknown,never,no
51,61,may,never,unknown,never,no
28,923,may,never,unknown,never,no
43,70,may,never,unknown,never,no
32,541,may,never,unknown,never,yes
36,41,may,never,unknown,never,no
33,221,may,never,unknown,never,no
39,35,may,never,unknown,never,no
28,262,may,never,unknown,never,no
26,151,may,never,unknown,never,no
40,135,may,never,unknown,never,no
44,604,may,never,unknown,never,no
34,65,may,never,unknown,never,no
47,380,may,never,unknown,never,no
55,693,may,never,unknown,never,no
48,11,may,never,unknown,never,no
36,405,may,never,unknown,never,no
31,20,may,never,unknown,never,no
30,202,may,never,unknown,never,no
46,235,may,never,unknown,never,no
30,75,may,never,unknown,never,no
32,134,may,never,unknown,never,no
48,101,may,never,unknown,never,no
48,255,may,never,unknown,never,no
36,80,may,never,unknown,never,no
41,462,may,never,unknown,never,no
49,161,may,never,unknown,never,no
26,200,may,never,unknown,never,no
38,56,may,never,unknown,never,no
27,238,may,never,unknown,never,no
51,418,may,never,unknown,never,no
33,139,may,never,unknown,never,no
53,96,may,never,unknown,never,no
36,39,may,never,unknown,never,no
48,471,may,never,unknown,never,no
27,231,may,never,unknown,never,no
42,66,may,never,unknown,never,no
61,204,may,never,unknown,never,no
31,159,may,never,unknown,never,no
37,200,may,never,unknown,never,no
34,187,may,never,unknown,never,no
55,166,may,never,unknown,never,no
24,144,may,never,unknown,never,no
41,690,may,never,unknown,never,no
34,323,may,never,unknown,never,no
29,194,may,never,unknown,never,no
42,82,may,never,unknown,never,no
45,269,may,never,unknown,never,no
49,285,may,never,unknown,never,no
26,101,may,never,unknown,never,no
35,294,may,never,unknown,never,no
49,1119,may,never,unknown,never,yes
44,249,may,never,unknown,never,no
41,106,may,never,unknown,never,no
50,152,may,never,unknown,never,no
58,12,may,never,unknown,never,no
43,187,may,never,unknown,never,no
34,214,may,never,unknown,never,no
57,268,may,never,unknown,never,no
43,193,may,never,unknown,never,no
38,95,may,never,unknown,never,no
35,60,may,never,unknown,never,no
49,381,may,never,unknown,never,no
33,206,may,never,unknown,never,no
60,75,may,never,unknown,never,no
33,128,may,never,unknown,never,no
33,216,may,never,unknown,never,no
47,155,may,never,unknown,never,no
37,103,may,never,unknown,never,no
34,494,may,never,unknown,never,no
32,107,may,never,unknown,never,no
36,147,may,never,unknown,never,no
40,190,may,never,unknown,never,no
57,339,may,never,unknown,never,no
48,198,may,never,unknown,never,no
26,141,may,never,unknown,never,no
30,255,may,never,unknown,never,no
41,1120,may,never,unknown,never,yes
30,306,may,never,unknown,never,no
35,249,may,never,unknown,never,no
36,215,may,never,unknown,never,no
52,143,may,never,unknown,never,no
45,162,may,never,unknown,never,no
35,81,may,never,unknown,never,no
46,33,may,never,unknown,never,no
39,204,may,never,unknown,never,no
38,124,may,never,unknown,never,no
38,784,may,never,unknown,never,no
31,393,may,never,unknown,never,no
39,87,may,never,unknown,never,no
32,108,may,never,unknown,never,no
32,207,may,never,unknown,never,no
26,278,may,never,unknown,never,no
35,74,may,never,unknown,never,no
26,196,may,never,unknown,never,no
33,149,may,never,unknown,never,no
41,287,may,never,unknown,never,no
30,229,may,never,unknown,never,no
36,154,may,never,unknown,never,no
46,357,may,never,unknown,never,no
30,147,may,never,unknown,never,no
46,93,may,never,unknown,never,no
38,665,may,never,unknown,never,no
24,131,may,never,unknown,never,no
41,160,may,never,unknown,never,no
28,74,may,never,unknown,never,no
55,60,may,never,unknown,never,no
40,82,may,never,unknown,never,no
38,475,may,never,unknown,never,no
40,111,may,never,unknown,never,no
54,284,may,never,unknown,never,no
49,140,may,never,unknown,never,no
44,110,may,never,unknown,never,no
32,64,may,never,unknown,never,no
36,149,may,never,unknown,never,no
35,256,may,never,unknown,never,no
31,156,may,never,unknown,never,no
34,63,may,never,unknown,never,no
36,362,may,never,unknown,never,no
44,32,may,never,unknown,never,no
44,712,may,never,unknown,never,no
51,102,may,never,unknown,never,no
36,338,may,never,unknown,never,no
37,69,may,never,unknown,never,no
31,446,may,never,unknown,never,no
42,249,may,never,unknown,never,no
55,176,may,never,unknown,never,no
57,1007,may,never,unknown,never,no
33,266,may,never,unknown,never,no
44,172,may,never,unknown,never,no
30,323,may,never,unknown,never,no
